Y (mm),Density at X = 2.163 mm (atoms/mm³)
-7.209,-8521019.486759607
-7.19565,-4058131.184634701
-7.1823,3963468.7992261797
-7.16895,-1085819.1582892877
-7.1556,-7617967.4210255705
-7.14225,-2580375.8577783783
-7.1289,-23518228.122256428
-7.11555,-5416939.276793961
-7.1022,-8390842.78829709
-7.08885,-309788.2441782222
-7.0755,6348436.877076219
-7.062149999999999,17514370.281048257
-7.048799999999999,8598413.13726529
-7.035449999999999,17118335.887257043
-7.022099999999999,21685636.90323049
-7.008749999999999,-6946400.274560084
-6.995399999999999,-9929148.42108896
-6.982049999999999,13042323.62384537
-6.968699999999999,-2865041.2450041
-6.955349999999999,2238933.505852577
-6.941999999999999,-3419404.396401758
-6.928649999999999,-4024183.437356623
-6.915299999999999,-2284671.0293708206
-6.901949999999999,-16370318.978929192
-6.888599999999999,-6813193.330504218
-6.875249999999999,8371966.41695271
-6.8618999999999994,1687321.3815969871
-6.8485499999999995,393796.5084920034
-6.8351999999999995,14747006.706836227
-6.8218499999999995,1220175.0012401538
-6.8084999999999996,-7979015.790469062
-6.79515,-2011536.8595191715
-6.7818,10364772.871229349
-6.76845,-5050881.1802921165
-6.7551,-1346393.550093394
-6.74175,12516983.169694144
-6.7284,25675337.255653217
-6.71505,36765696.36811107
-6.7017,15030292.843515463
-6.68835,-214714.61745337138
-6.675,10897107.954817584
-6.66165,-10468280.78582055
-6.6483,-17434543.170761537
-6.63495,-975493.548998385
-6.6216,-4485412.95046913
-6.60825,-11433413.626622736
-6.594899999999999,-8383156.539133236
-6.581549999999999,-16504273.805786869
-6.568199999999999,-2674094.8556748074
-6.554849999999999,10942127.412602989
-6.541499999999999,-867386.3524618287
-6.528149999999999,-7091470.866270636
-6.514799999999999,4827299.036847783
-6.501449999999999,-3919295.3692825045
-6.488099999999999,3761487.1984770265
-6.474749999999999,-8133341.641951454
-6.461399999999999,-19223722.190420825
-6.448049999999999,-6197950.571292901
-6.434699999999999,-329201.6702065853
-6.4213499999999994,-12942255.679662835
-6.4079999999999995,4878040.223159693
-6.3946499999999995,13180280.392202342
-6.3812999999999995,5257574.846391923
-6.3679499999999996,2301877.234525268
-6.3546,22959860.8609656
-6.34125,8790040.099009143
-6.3279,3245275.2108214507
-6.31455,15240008.033973772
-6.3012,8811053.32664031
-6.28785,8246981.961334392
-6.2745,23537350.20540707
-6.26115,13393363.794514203
-6.2478,14289218.60002585
-6.23445,13588444.053251516
-6.2211,17619775.611615244
-6.20775,-3320787.7719520438
-6.1944,3409149.2971933302
-6.18105,12203190.570866654
-6.1677,-2268227.9753103717
-6.15435,12104457.121902341
-6.140999999999999,7329815.419535739
-6.127649999999999,9737652.870499207
-6.114299999999999,46070646.821295604
-6.100949999999999,73298054.03055295
-6.087599999999999,69657988.82369189
-6.074249999999999,68749188.38128181
-6.060899999999999,77116539.28170626
-6.047549999999999,45953210.94470903
-6.034199999999999,34797570.340282984
-6.020849999999999,32146654.795114588
-6.007499999999999,24634433.063545387
-5.994149999999999,7078191.217543198
-5.9807999999999995,-12703875.054611357
-5.9674499999999995,-27712094.483573038
-5.9540999999999995,-8669651.648076024
-5.9407499999999995,-14025715.741508784
-5.9274,-9375973.094299639
-5.91405,5282752.94150937
-5.9007,698884.5313523381
-5.88735,-1909967.9645523017
-5.874,11265309.51641489
-5.86065,614708.3932581916
-5.8473,-23936274.72461549
-5.83395,-17696360.562973797
-5.8206,1625618.1829752363
-5.80725,-6411068.73620193
-5.7939,-1691029.767456185
-5.78055,1866616.597284846
-5.7672,11913482.860123092
-5.75385,35819907.14793195
-5.7405,4898557.8549410775
-5.72715,3306459.736140867
-5.7138,17389350.48049802
-5.70045,28331507.577107854
-5.687099999999999,16547423.142969394
-5.673749999999999,12083105.844362788
-5.660399999999999,-1048722.5676503293
-5.647049999999999,-8247481.8654394215
-5.633699999999999,-11931790.449993493
-5.620349999999999,-6332764.513653987
-5.606999999999999,-4751749.036906174
-5.593649999999999,7492913.913566874
-5.580299999999999,17973318.07602011
-5.566949999999999,18505523.643271763
-5.553599999999999,7269200.726633555
-5.5402499999999995,23706485.39328245
-5.5268999999999995,19597489.22297983
-5.5135499999999995,-3935110.702920808
-5.5001999999999995,-27152087.352545645
-5.48685,-15085810.522117406
-5.4735,7346242.934864387
-5.46015,-3601562.078358744
-5.4468,-2987419.549975097
-5.43345,-10356430.57687991
-5.4201,10928787.397611517
-5.40675,11206454.824864123
-5.3934,21333099.679607887
-5.38005,20400157.63174237
-5.3667,16452095.0666267
-5.35335,17726497.847870905
-5.34,16052418.154294448
-5.32665,-10727082.13827146
-5.3133,-8029183.905515823
-5.29995,-4997671.437159691
-5.2866,-15640396.85240293
-5.27325,9986942.430237956
-5.2599,-5670604.651508385
-5.24655,-1896888.9081558972
-5.233199999999999,-2860839.238281832
-5.219849999999999,-10332397.61363185
-5.206499999999999,10809325.627527291
-5.193149999999999,1767630.204941002
-5.179799999999999,-3315224.680267763
-5.166449999999999,26149766.289196078
-5.153099999999999,27032449.64992474
-5.139749999999999,30762903.17155157
-5.126399999999999,40012340.84735346
-5.113049999999999,23916498.479230117
-5.0996999999999995,30502447.111577347
-5.0863499999999995,-3115831.9335511266
-5.0729999999999995,-9685029.578342011
-5.0596499999999995,-2861905.181477592
-5.0463,699914.8202392234
-5.03295,-10676048.359644895
-5.0196,-11178223.0256859
-5.00625,-6715173.562377243
-4.9929,6853606.625265851
-4.97955,6665761.876595093
-4.9662,3901258.3396212873
-4.95285,9206928.991154756
-4.9395,17792241.873062346
-4.92615,1775014.0577120862
-4.9128,17165569.639866956
-4.89945,21467712.174014423
-4.8861,20851557.875690214
-4.87275,12686856.66894231
-4.8594,12026474.921490448
-4.84605,11173880.270248132
-4.8327,2905397.205730504
-4.81935,5390261.795339479
-4.806,19637246.774327353
-4.79265,-9095885.24525809
-4.779299999999999,3213710.7173422077
