Y (mm),Density at X = 3.885 mm (atoms/mm³)
-1.9891499999999998,10206832.678954018
-1.9757999999999998,-5142829.044572346
-1.9624499999999998,-6477313.390746976
-1.9490999999999998,15136420.48133444
-1.9357499999999999,12615009.918175837
-1.9223999999999999,10948487.072515182
-1.90905,4206375.095331336
-1.8957,10264491.2524392
-1.88235,25007605.878835626
-1.8689999999999998,24374228.463425577
-1.8556499999999998,9186869.481121222
-1.8422999999999998,3873877.3262856794
-1.8289499999999999,13670685.930682987
-1.8155999999999999,25935764.87748598
-1.80225,19583902.692689534
-1.7889,13996897.336931463
-1.77555,26301743.28779356
-1.7621999999999998,22573023.784383535
-1.7488499999999998,26420978.26355513
-1.7354999999999998,15875784.754370453
-1.7221499999999998,14365480.483613756
-1.7087999999999999,19245064.21123361
-1.69545,23201734.371886298
-1.6821,30941014.027571615
-1.66875,15148536.346980339
-1.6554,18951864.152140692
-1.6420499999999998,35770639.97664429
-1.6286999999999998,42793138.84586731
-1.6153499999999998,36367170.73224495
-1.6019999999999999,19376039.90220342
-1.58865,28388075.831621014
-1.5753,8238158.266816479
-1.56195,13475483.279538855
-1.5486,18193087.899949305
-1.5352499999999998,18419270.41627885
-1.5218999999999998,20048772.875940412
-1.5085499999999998,42926458.73302913
-1.4951999999999999,13245957.354405815
-1.48185,24183921.2602209
-1.4685,34183462.0525928
-1.45515,57416075.80253813
-1.4418,44023028.556287944
-1.42845,30257745.71929777
-1.4150999999999998,24358869.20636092
-1.4017499999999998,38387919.16256279
-1.3883999999999999,41363804.09970969
-1.3750499999999999,35104348.70385712
-1.3617,54406656.63512991
-1.34835,63719302.839968145
-1.335,45247708.133361146
-1.32165,10762956.410413753
-1.3082999999999998,9888418.142201811
-1.2949499999999998,14868568.94146597
-1.2815999999999999,18024975.828235324
-1.2682499999999999,20796171.514016353
-1.2549,15222138.943104139
-1.24155,20577134.755038783
-1.2282,27596476.36163051
-1.21485,27350438.09913962
-1.2015,25583361.336785372
-1.1881499999999998,10777987.312781967
-1.1747999999999998,-970741.2150955838
-1.1614499999999999,14888192.302932067
-1.1481,31341228.35797475
-1.13475,23927726.086920667
-1.1214,21581873.93592529
-1.10805,16519565.52752215
-1.0947,21413760.386569317
-1.0813499999999998,14680111.417898735
-1.0679999999999998,23790704.08613874
-1.0546499999999999,29273740.591433614
-1.0413,28358520.838683005
-1.02795,35037320.53464638
-1.0146,22824600.245331854
-1.00125,22287809.15678932
-0.9878999999999999,26114293.375100818
-0.9745499999999999,20969775.347328544
-0.9611999999999999,28833155.482124
-0.94785,26302421.935494814
-0.9344999999999999,17354942.882553656
-0.9211499999999999,22335049.90797463
-0.9077999999999999,20743316.37623505
-0.89445,26859625.485130377
-0.8810999999999999,32683341.7434254
-0.8677499999999999,29091202.005574953
-0.8543999999999999,25035496.559934426
-0.84105,39445165.43337714
-0.8277,56706016.05747949
-0.8143499999999999,39777974.22573191
-0.8009999999999999,23451467.563585322
-0.78765,39096572.64004241
-0.7743,48951347.25946116
-0.7609499999999999,32801582.883259162
-0.7475999999999999,28036619.727060635
-0.73425,37086636.58766768
-0.7209,42156676.2242797
-0.7075499999999999,49234021.53914431
-0.6941999999999999,41803962.10511928
-0.68085,34894321.14934176
-0.6675,51056177.42484443
-0.6541499999999999,53484440.92132205
-0.6407999999999999,61113058.30863454
-0.62745,29037708.59005216
-0.6141,46182716.40271852
-0.60075,39922263.65840376
-0.5873999999999999,31046625.65902006
-0.57405,31599994.636770908
-0.5607,52011228.66955318
-0.54735,75186203.73080753
-0.5339999999999999,51169450.088421874
-0.52065,62434417.76832973
-0.5073,59708907.231713705
-0.49394999999999994,58660650.29596901
-0.48059999999999997,51521353.3154671
-0.46724999999999994,29716366.710164353
-0.45389999999999997,36584316.619186476
-0.44054999999999994,55888153.21343483
-0.42719999999999997,57946510.11487661
-0.41385,31952434.77244445
-0.40049999999999997,39091953.898975044
-0.38715,45439166.9484983
-0.37379999999999997,55187057.30160093
-0.36045,58231986.26834935
-0.34709999999999996,36381424.44831931
-0.33375,18035520.73404044
-0.32039999999999996,17410211.649063278
-0.30705,3483981.569803975
-0.29369999999999996,18752201.974269647
-0.28035,35978268.57202901
-0.26699999999999996,37598599.8553735
-0.25365,45576867.561107896
-0.24029999999999999,34941126.0591138
-0.22694999999999999,48481060.86731394
-0.21359999999999998,41139297.27106248
-0.20024999999999998,53895304.31286908
-0.18689999999999998,43875425.1200985
-0.17354999999999998,42235144.18629054
-0.16019999999999998,46277752.34616609
-0.14684999999999998,38646025.898719
-0.13349999999999998,46509808.73715404
-0.12014999999999999,34652048.13821691
-0.10679999999999999,23434991.196949977
-0.09344999999999999,36435997.31780526
-0.08009999999999999,50054750.30880561
-0.06674999999999999,44090432.26100457
-0.053399999999999996,30850119.597343687
-0.040049999999999995,30251048.40603362
-0.026699999999999998,44342584.3305504
-0.013349999999999999,46091486.4893161
0.0,50273790.461740136
0.013349999999999999,42035186.505351394
0.026699999999999998,41060799.88832317
0.040049999999999995,29635794.131074566
0.053399999999999996,41806082.790082
0.06674999999999999,45428894.442234434
0.08009999999999999,36172442.45109294
0.09344999999999999,20743150.54317876
0.10679999999999999,22295077.94177643
0.12014999999999999,23138630.944761887
0.13349999999999998,14891039.880756784
0.14684999999999998,42642635.326811
0.16019999999999998,52442200.73013165
0.17354999999999998,43362259.001202025
0.18689999999999998,55996314.40956525
0.20024999999999998,38915114.10788176
0.21359999999999998,51037249.67968077
0.22694999999999999,47896106.36130302
0.24029999999999999,36141299.8370375
0.25365,31830958.012801763
0.26699999999999996,29823339.00376364
0.28035,31594994.16387741
0.29369999999999996,12299206.521233208
0.30705,41346589.21809849
0.32039999999999996,38103827.70647287
0.33375,36420379.70240595
0.34709999999999996,52663440.10948083
0.36045,42855126.637702405
0.37379999999999997,44591999.9054952
0.38715,39095989.804227196
0.40049999999999997,43267800.28768738
0.41385,15417368.772333873
0.42719999999999997,131778085.43978152
0.44054999999999994,323441248.5029199
0.45389999999999997,-1270494.8745969434
0.46724999999999994,39598182.49412696
0.48059999999999997,20733812.706098944
0.49394999999999994,42064190.50416486
0.5073,38584798.87386463
0.52065,16725777.553755566
0.5339999999999999,33351304.628083233
0.54735,51783502.224576116
0.5607,41597750.45561395
0.57405,41390799.85464175
0.5873999999999999,41206411.70777086
0.60075,42768715.95364298
0.6141,30545303.15760685
0.62745,39843416.26570165
0.6407999999999999,51590891.008004084
0.6541499999999999,37717916.33678345
0.6675,37493954.552711144
0.68085,35954235.379018255
0.6941999999999999,31764447.842043635
0.7075499999999999,25080903.79757878
0.7209,32024934.59692452
0.73425,30900359.531168856
0.7475999999999999,36573882.59888101
0.7609499999999999,11645719.030802505
0.7743,26172649.97074937
0.78765,21258452.866043758
0.8009999999999999,23183944.449231382
0.8143499999999999,19231435.811431207
0.8277,21977328.28844223
0.84105,23057080.22805587
0.8543999999999999,20634703.179202024
0.8677499999999999,19985283.463549025
0.8810999999999999,24325445.892605957
0.89445,16861362.93084869
0.9077999999999999,20138546.043787714
0.9211499999999999,26306077.578354903
0.9344999999999999,28623683.220756877
0.94785,33136401.503529858
0.9611999999999999,36095230.6553517
0.9745499999999999,45197271.39104531
0.9878999999999999,47500284.192680284
1.00125,25683716.333653886
1.0146,24113399.929131646
1.02795,29019612.544886746
1.0413,33268675.306805573
1.0546499999999999,39170749.159611784
1.0679999999999998,25613362.853665225
1.0813499999999998,24502943.351724945
1.0947,29903627.557393074
1.10805,37050767.492088646
1.1214,39341384.68978886
1.13475,27283787.67574218
1.1481,20532064.963895407
1.1614499999999999,23255752.708436918
1.1747999999999998,38576388.015401825
1.1881499999999998,33802711.03944951
1.2015,27540845.76994017
