Y (mm),Density at X = -0.360 mm (atoms/mm³)
0.37379999999999997,336888426.4381279
0.38715,125108307.96175751
0.40049999999999997,-378612299.59577155
0.41385,25102421.850251373
0.42719999999999997,534364742.6194139
0.44054999999999994,1030414968.0608217
0.45389999999999997,-47753748.15702871
0.46724999999999994,236965158.70271277
0.48059999999999997,50095056.24613574
0.49394999999999994,-281722008.57133365
0.5073,226900672.6596818
0.52065,284217878.5281532
0.5339999999999999,191752260.6314184
0.54735,200922300.43498054
0.5607,205632260.03489846
0.57405,443472784.5306926
0.5873999999999999,843439933.5377147
0.60075,61216983.10554999
0.6141,276131678.4707364
0.62745,144779963.06679043
0.6407999999999999,118343702.08033606
0.6541499999999999,262783841.56245032
0.6675,161248823.43645906
0.68085,185460505.43047523
0.6941999999999999,201829935.7862607
0.7075499999999999,67135558.28541961
0.7209,142879925.3811971
0.73425,252181037.90172052
0.7475999999999999,263894046.15460157
0.7609499999999999,83382482.48051497
0.7743,116330624.8818567
0.78765,427678914.1142776
0.8009999999999999,1024913106.9635158
0.8143499999999999,309822904.05188537
0.8277,991059239.8566966
0.84105,-56429978.0221539
0.8543999999999999,229051292.01142427
0.8677499999999999,148172643.25421128
0.8810999999999999,121907542.21170744
0.89445,548273838.8790138
0.9077999999999999,1023989597.782664
0.9211499999999999,-134039005.18256156
0.9344999999999999,74703099.34413138
0.94785,-61249443.14727737
0.9611999999999999,237356995.49890408
0.9745499999999999,134075271.85969795
0.9878999999999999,-24150923.892266084
1.00125,126921124.82128982
1.0146,199064260.8469949
1.02795,56843870.576303184
1.0413,69994561.41030964
1.0546499999999999,280189643.98868924
1.0679999999999998,15390822.907523
1.0813499999999998,139472875.72827867
1.0947,156957701.1022951
1.10805,6253993.663084148
1.1214,87598384.24874026
1.13475,13110099.124562336
1.1481,177361844.35209236
1.1614499999999999,387420201.583909
1.1747999999999998,234230843.5015186
1.1881499999999998,251492273.66193545
1.2015,311552340.2778462
1.21485,429746875.34566784
1.2282,210132345.86724854
1.24155,-21221483.610722374
1.2549,266767262.20023444
1.2682499999999999,235246585.62486872
1.2815999999999999,254598058.77351764
1.2949499999999998,314555824.6884834
1.3082999999999998,268259302.47934973
1.32165,234601874.61267644
1.335,240215520.01837224
1.34835,140997679.23302385
1.3617,284845519.64817095
1.3750499999999999,302312462.8445047
1.3883999999999999,259119223.7266288
1.4017499999999998,187227847.99896634
1.4150999999999998,175440918.33791417
1.42845,106929308.94358827
1.4418,134282384.1973162
1.45515,201461775.6373866
1.4685,198780121.03197107
1.48185,80862222.64293416
1.4951999999999999,360406606.2098447
1.5085499999999998,275510327.1988809
1.5218999999999998,43524140.24301787
1.5352499999999998,113398366.31035097
1.5486,244597212.77159476
1.56195,190473843.13180056
1.5753,185080728.26872516
1.58865,203763884.20781004
1.6019999999999999,375389449.5093291
1.6153499999999998,252412460.00869566
1.6286999999999998,348669178.26086485
1.6420499999999998,172212066.86379275
1.6554,170820898.78842896
1.66875,235528927.03853494
1.6821,484874915.98588324
1.69545,301163542.07747585
1.7087999999999999,253532055.90453947
1.7221499999999998,111218555.06509642
1.7354999999999998,359557039.1526261
1.7488499999999998,369856625.14553434
1.7621999999999998,443425221.8565415
1.77555,297181635.8240903
1.7889,354750883.61034954
1.80225,344094976.1929404
1.8155999999999999,34736488.48212134
1.8289499999999999,189293475.8565021
1.8422999999999998,387997869.5510336
1.8556499999999998,395229898.7946301
1.8689999999999998,302054713.90030795
1.88235,256275648.40647033
1.8957,180322719.27831113
1.90905,158453867.79806527
1.9223999999999999,206858997.09961307
1.9357499999999999,310528871.77461386
1.9490999999999998,305975389.29361254
1.9624499999999998,254596274.13660926
1.9757999999999998,282666783.4712588
1.9891499999999998,251616981.28753397
2.0025,232192921.18950188
2.01585,186416743.67969817
2.0292,323715357.099908
2.04255,151666516.7932013
2.0559,244547702.65710625
2.06925,184669116.65577126
2.0826,199834163.761992
2.0959499999999998,237476703.1156931
2.1092999999999997,261456305.47942984
2.1226499999999997,249439517.10505506
2.1359999999999997,78536162.86283043
2.1493499999999996,245110106.56570515
2.1626999999999996,300197909.0951021
2.17605,25193804.206102453
2.1894,73382938.22457954
2.20275,228953535.04997107
2.2161,74242248.0704139
2.22945,154283061.62122485
2.2428,230705175.5111811
2.25615,79156475.2171352
2.2695,198634612.7670153
2.28285,143964125.68711933
2.2962,157558426.98484102
2.3095499999999998,325658052.8356819
2.3228999999999997,160069338.5549324
2.3362499999999997,166123453.77854425
2.3495999999999997,193576416.72239414
2.3629499999999997,98648510.26958074
2.3762999999999996,182163808.11258116
2.3896499999999996,272064029.3733368
2.403,70328566.9643769
2.41635,280491735.28808886
2.4297,115867095.49881504
2.44305,60569968.28459632
2.4564,23281093.848687187
2.46975,108305301.63040036
2.4831,223911677.58280072
2.49645,215169393.54982182
2.5098,49858663.089011975
2.52315,125899388.12543404
2.5364999999999998,128633770.35786168
2.5498499999999997,67837173.73153159
2.5631999999999997,111366592.9482411
2.5765499999999997,80536887.30475919
2.5898999999999996,93296602.57497968
2.6032499999999996,192241363.9416003
2.6165999999999996,70769217.14910276
2.62995,91493066.51457143
2.6433,127387546.20953031
2.65665,75147003.76705113
2.67,115082214.65085794
2.68335,129146268.69231822
2.6967,113716340.98521186
2.71005,108026518.24711668
2.7234,85582871.50702997
2.73675,116519585.76601559
2.7500999999999998,68505056.99419656
2.7634499999999997,15305428.765762135
2.7767999999999997,96395438.3976343
2.7901499999999997,-20364767.714905117
2.8034999999999997,35656798.479145795
2.8168499999999996,78283549.17351775
2.8301999999999996,-13610711.227702757
2.8435499999999996,51521285.699380055
2.8569,29810636.202630386
2.87025,51172072.89186244
2.8836,105152471.93847583
2.89695,99539134.9509192
2.9103,97813733.61656764
2.92365,-15470737.55106071
2.937,-9644881.654693484
2.95035,19847797.418536212
2.9637,50486154.99593009
2.9770499999999998,39242163.531380266
2.9903999999999997,20619203.80991141
