Y (mm),Density at X = -0.360 mm (atoms/mm³)
-1.9891499999999998,424541466.90685153
-1.9757999999999998,362584946.0978271
-1.9624499999999998,231644869.65531674
-1.9490999999999998,337885133.8070571
-1.9357499999999999,321281383.8070592
-1.9223999999999999,304800803.789639
-1.90905,344535447.6681071
-1.8957,235794032.5311059
-1.88235,341688513.05065024
-1.8689999999999998,484633179.729431
-1.8556499999999998,354364420.0366827
-1.8422999999999998,188237713.73877528
-1.8289499999999999,391331383.9618216
-1.8155999999999999,370685513.5205732
-1.80225,429386215.92607313
-1.7889,408812264.2770835
-1.77555,467289173.03578633
-1.7621999999999998,398055088.9539607
-1.7488499999999998,289390548.87598383
-1.7354999999999998,204179632.16995722
-1.7221499999999998,342373559.1984419
-1.7087999999999999,252863321.89514
-1.69545,254206135.78684026
-1.6821,477076506.53451633
-1.66875,326694018.10379875
-1.6554,322247783.5978405
-1.6420499999999998,226108385.81132576
-1.6286999999999998,353812953.0234891
-1.6153499999999998,346676529.8879301
-1.6019999999999999,303769586.4771703
-1.58865,469282846.2222012
-1.5753,265875698.32758257
-1.56195,175650609.5490373
-1.5486,288887911.2529837
-1.5352499999999998,372104219.75091475
-1.5218999999999998,321657307.79996234
-1.5085499999999998,228016588.83386707
-1.4951999999999999,437545231.3431799
-1.48185,459474370.3671269
-1.4685,419575487.82544047
-1.45515,290630719.5255689
-1.4418,316822300.51044
-1.42845,281969976.109745
-1.4150999999999998,96205638.77911611
-1.4017499999999998,186894506.8083072
-1.3883999999999999,139009621.28092787
-1.3750499999999999,-35495643.94840098
-1.3617,260170810.96355137
-1.34835,296089270.14836067
-1.335,272066917.96018136
-1.32165,206015424.11932755
-1.3082999999999998,350363543.1379061
-1.2949499999999998,342471553.08272463
-1.2815999999999999,351376442.9501826
-1.2682499999999999,321026466.8123779
-1.2549,244086645.60883152
-1.24155,300753364.89448667
-1.2282,271443672.0745833
-1.21485,142916305.9536597
-1.2015,196043736.37495324
-1.1881499999999998,355888403.2484793
-1.1747999999999998,266134748.84096727
-1.1614499999999999,169741310.21341363
-1.1481,243169168.5398897
-1.13475,256920755.9612358
-1.1214,245765371.12593168
-1.10805,258007504.9584444
-1.0947,252691697.7510069
-1.0813499999999998,168224988.37280616
-1.0679999999999998,188095953.93858817
-1.0546499999999999,187496245.36899334
-1.0413,89633780.77433582
-1.02795,275298169.1312429
-1.0146,349760947.1271165
-1.00125,124906315.49103531
-0.9878999999999999,407385299.30183935
-0.9745499999999999,875919040.6423697
-0.9611999999999999,237553973.71110132
-0.94785,260765556.78227404
-0.9344999999999999,184802473.98139516
-0.9211499999999999,451834605.2804858
-0.9077999999999999,332466544.97399867
-0.89445,86029385.47134872
-0.8810999999999999,-65247313.20683129
-0.8677499999999999,395723566.7621603
-0.8543999999999999,1131443346.7442274
-0.84105,-47018488.213137984
-0.8277,52878163.49630628
-0.8143499999999999,212844355.7437765
-0.8009999999999999,180664255.27614465
-0.78765,358610479.85894626
-0.7743,-18516543.917957153
-0.7609499999999999,308940613.2809616
-0.7475999999999999,1057389728.6026591
-0.73425,58466346.432188235
-0.7209,165332414.4688845
-0.7075499999999999,97829864.7690151
-0.6941999999999999,487690675.9786908
-0.68085,1252070367.7570407
-0.6675,1182037209.9659293
-0.6541499999999999,849731459.9737774
-0.6407999999999999,254990859.92752844
-0.62745,721816586.886806
-0.6141,102505719.48944236
-0.60075,645657980.7710708
-0.5873999999999999,889818807.3492855
-0.57405,-18759443.205365647
-0.5607,257409029.1181261
-0.54735,82167201.03155008
-0.5339999999999999,221859880.90178317
-0.52065,215367933.39465684
-0.5073,205103972.84676757
-0.49394999999999994,33743611.27801067
-0.48059999999999997,65684176.5973393
-0.46724999999999994,202995588.2546658
-0.45389999999999997,9073851.469055338
-0.44054999999999994,264700397.57605216
-0.42719999999999997,212187615.77329502
-0.41385,433471230.2402008
-0.40049999999999997,968450984.8580995
-0.38715,17995451.246825412
-0.37379999999999997,69573590.51859045
-0.36045,70804256.04151276
-0.34709999999999996,41843905.12283826
-0.33375,173270748.23090985
-0.32039999999999996,-114074966.55594772
-0.30705,387374566.0867548
-0.29369999999999996,612049886.627085
-0.28035,8747095.513123242
-0.26699999999999996,210885126.56715536
-0.25365,479099625.81556064
-0.24029999999999999,936196378.7931952
-0.22694999999999999,-245052579.80154285
-0.21359999999999998,372050078.26203704
-0.20024999999999998,913465588.3614545
-0.18689999999999998,-77552145.3126476
-0.17354999999999998,475348689.30801404
-0.16019999999999998,774415889.896283
-0.14684999999999998,-119540142.9552733
-0.13349999999999998,546490654.1020517
-0.12014999999999999,1194530735.8256013
-0.10679999999999999,1104382580.1918175
-0.09344999999999999,826258341.9800218
-0.08009999999999999,-17401179.407296512
-0.06674999999999999,472492321.2321832
-0.053399999999999996,742961962.7900196
-0.040049999999999995,-134792447.6702584
-0.026699999999999998,55604954.38817375
-0.013349999999999999,-187952907.5352748
0.0,84191105.52644908
0.013349999999999999,73482948.27345124
0.026699999999999998,193364629.52035525
0.040049999999999995,367301342.7982978
0.053399999999999996,745224744.0083729
0.06674999999999999,683323101.9943787
0.08009999999999999,28092560.54333973
0.09344999999999999,68050075.25104986
0.10679999999999999,288079941.37448186
0.12014999999999999,1215965423.2001889
0.13349999999999998,1100404313.769796
0.14684999999999998,911168021.2139693
0.16019999999999998,101911514.99188702
0.17354999999999998,410880718.0706229
0.18689999999999998,798680306.4189329
0.20024999999999998,-2839007.7268096814
0.21359999999999998,226979495.62240505
0.22694999999999999,76164910.01487231
0.24029999999999999,-30984684.83262105
0.25365,-25017476.652087722
0.26699999999999996,258176147.26392815
0.28035,-14326790.167035451
0.29369999999999996,496283923.3453214
0.30705,960155960.9922087
0.32039999999999996,-179786843.73935208
0.33375,-140860547.91270402
0.34709999999999996,-18952587.34845768
0.36045,130709171.70155835
