Y (mm),Density at X = 0.027 mm (atoms/mm³)
-7.209,-15731223.712982012
-7.19565,57307592.272722505
-7.1823,55474022.269400254
-7.16895,29511693.803486038
-7.1556,200723221.48026156
-7.14225,125243322.43442057
-7.1289,-116716519.7691892
-7.11555,-39930296.92789591
-7.1022,-23763287.30021379
-7.08885,-94876729.2744481
-7.0755,-7698968.2369485935
-7.062149999999999,-1098950.85420711
-7.048799999999999,35150687.07877238
-7.035449999999999,34031265.26706071
-7.022099999999999,-23207778.25847423
-7.008749999999999,-93654012.01322904
-6.995399999999999,-38884629.371465825
-6.982049999999999,-6210156.4815201685
-6.968699999999999,-9479248.660179986
-6.955349999999999,17236770.42071774
-6.941999999999999,69827691.91784771
-6.928649999999999,26373716.519369513
-6.915299999999999,-75129901.57551393
-6.901949999999999,-61460414.50360315
-6.888599999999999,-55282879.682412565
-6.875249999999999,163876128.02544555
-6.8618999999999994,2717269.1093934407
-6.8485499999999995,-16247034.7598033
-6.8351999999999995,-35813754.92386217
-6.8218499999999995,-7409713.651466583
-6.8084999999999996,-8308842.4304892
-6.79515,24843532.12400342
-6.7818,-62402114.42325085
-6.76845,97589033.4403769
-6.7551,-43817118.38872023
-6.74175,-49677212.854140624
-6.7284,92525803.03170587
-6.71505,60535320.69135399
-6.7017,91165647.58514626
-6.68835,-54681831.58381931
-6.675,-48527053.85354982
-6.66165,101738946.66012374
-6.6483,-125269323.44790445
-6.63495,25089209.948228907
-6.6216,121843784.91121002
-6.60825,99599925.59969383
-6.594899999999999,46730695.44847937
-6.581549999999999,55906793.13419886
-6.568199999999999,80655092.53918037
-6.554849999999999,63457824.92357309
-6.541499999999999,86209834.24022144
-6.528149999999999,24270692.805286054
-6.514799999999999,24509282.446936663
-6.501449999999999,175744984.93420047
-6.488099999999999,61909874.683902495
-6.474749999999999,29083200.47854355
-6.461399999999999,22640564.126944415
-6.448049999999999,93227554.98892479
-6.434699999999999,-20132182.090236843
-6.4213499999999994,-123008860.02636208
-6.4079999999999995,117612926.68613103
-6.3946499999999995,161999576.0440499
-6.3812999999999995,35143746.80189465
-6.3679499999999996,49258276.703461245
-6.3546,99399901.86375736
-6.34125,64765033.99854893
-6.3279,-39674165.40462076
-6.31455,-100334318.27907325
-6.3012,-102018790.2846307
-6.28785,-28240799.555922884
-6.2745,80301990.93106699
-6.26115,-669025.5867395033
-6.2478,4611657.693483752
-6.23445,50861376.0131458
-6.2211,37438100.460230775
-6.20775,24417011.425973564
-6.1944,83328963.3888484
-6.18105,52303857.51679104
-6.1677,45132937.78674933
-6.15435,-22528307.630832706
-6.140999999999999,28727335.20070138
-6.127649999999999,42385976.52126226
-6.114299999999999,-103014409.30772114
-6.100949999999999,-123333234.29718924
-6.087599999999999,44389250.50840971
-6.074249999999999,120003166.26705256
-6.060899999999999,15097964.418094449
-6.047549999999999,-82866864.83314529
-6.034199999999999,-48245373.834786385
-6.020849999999999,-5340863.539877311
-6.007499999999999,14568079.891896177
-5.994149999999999,-81967793.08216842
-5.9807999999999995,24570959.844979092
-5.9674499999999995,-43330989.66762745
-5.9540999999999995,-36003306.50629915
-5.9407499999999995,-64970713.154633306
-5.9274,-23090838.935835812
-5.91405,7394613.6747904355
-5.9007,39682101.86913625
-5.88735,70761878.14748415
-5.874,81731688.76322168
-5.86065,3836668.8428302463
-5.8473,55623035.78251057
-5.83395,-69633135.61971816
-5.8206,-77566477.59287335
-5.80725,131646257.06691845
-5.7939,24318385.35949366
-5.78055,57224149.37313791
-5.7672,-18861840.83891014
-5.75385,6949827.399187933
-5.7405,3277934.5235334937
-5.72715,125513175.73953557
-5.7138,206393240.93106818
-5.70045,39820163.20012491
-5.687099999999999,-53471587.49005363
-5.673749999999999,55986576.61341221
-5.660399999999999,13399907.035595635
-5.647049999999999,61569015.61223869
-5.633699999999999,-44363397.68023991
-5.620349999999999,76112015.08282703
-5.606999999999999,188801716.6089585
-5.593649999999999,83937544.65462838
-5.580299999999999,124595881.5625631
-5.566949999999999,115687310.29758249
-5.553599999999999,61930194.52399031
-5.5402499999999995,141641849.09622452
-5.5268999999999995,178774292.02688316
-5.5135499999999995,-4649469.690613487
-5.5001999999999995,80922224.95757933
-5.48685,46727831.21060633
-5.4735,-16531052.833382921
-5.46015,19304658.67755809
-5.4468,-21377404.14567992
-5.43345,-23108476.496865984
-5.4201,54934963.0471161
-5.40675,-21063870.945002496
-5.3934,104146938.6222499
-5.38005,150782154.66891497
-5.3667,-483080.910787016
-5.35335,-82248318.99884318
-5.34,-65013519.27787566
-5.32665,-37260335.87620721
-5.3133,-41655698.629198276
-5.29995,-31001636.505458336
-5.2866,9878256.958898975
-5.27325,64395898.574439704
-5.2599,153193810.2397016
-5.24655,60429177.87634354
-5.233199999999999,-39588146.57157152
-5.219849999999999,-104762645.14478049
-5.206499999999999,-32203012.28524302
-5.193149999999999,46949400.32848998
-5.179799999999999,-3582514.7093543056
-5.166449999999999,23325429.092033025
-5.153099999999999,-42275250.142953515
-5.139749999999999,-51710359.50667186
-5.126399999999999,42121440.77879149
-5.113049999999999,184164215.20276693
-5.0996999999999995,52587587.67602779
-5.0863499999999995,74985266.12748942
-5.0729999999999995,108912895.73343244
-5.0596499999999995,78672464.07431863
-5.0463,45031782.673681885
-5.03295,-53067076.11843017
-5.0196,-17381101.606101464
-5.00625,-33535197.532913934
-4.9929,-54509071.7412658
-4.97955,-55745747.41669436
-4.9662,166821817.75079894
-4.95285,-20630321.360712312
-4.9395,49653612.39827653
-4.92615,31642518.605926596
-4.9128,5814157.389121216
-4.89945,-90551941.00488657
-4.8861,12963962.314200774
-4.87275,-103928582.90718316
-4.8594,-45000576.82531291
-4.84605,-9128316.681588383
-4.8327,24149585.489796303
-4.81935,-61059022.17980358
-4.806,35083970.091226004
-4.79265,60434150.46792623
-4.779299999999999,47967253.858220525
-4.765949999999999,113338846.42899396
-4.752599999999999,117171358.22910737
-4.739249999999999,99039797.16406079
-4.725899999999999,88371089.02032687
-4.712549999999999,43408268.9602338
-4.699199999999999,-59258874.41419661
-4.685849999999999,99634522.19764555
-4.672499999999999,25334923.228952084
-4.6591499999999995,110759224.32862051
-4.6457999999999995,160899439.3978223
-4.6324499999999995,71301018.62143895
-4.6190999999999995,216421860.8526517
-4.60575,56571968.30418339
-4.5924,46953159.3836258
-4.57905,-21745683.044139624
-4.5657,106371174.17626992
-4.55235,122105223.21982737
-4.539,45133281.07469659
-4.52565,13386793.309653495
-4.5123,3106882.9164734217
-4.49895,39109899.39096979
-4.4856,-129566110.79422034
-4.47225,-104775885.19584979
-4.4589,91535358.9809638
-4.44555,90755235.41205435
-4.4322,78822326.01315592
-4.41885,-83190223.55023003
-4.4055,103141898.4752309
-4.39215,-140323498.70650032
-4.3788,-109334615.75594382
-4.36545,-52171913.277057305
-4.3521,-156988794.70090422
-4.33875,-39085769.06585791
-4.325399999999999,21921750.78525788
-4.312049999999999,-90614387.1052442
-4.298699999999999,-68994797.1921513
-4.285349999999999,12693372.080316992
-4.271999999999999,-18337159.142132156
-4.258649999999999,-36666835.009110704
-4.245299999999999,-56835935.17333063
-4.231949999999999,-109947706.8808586
-4.2185999999999995,-192433042.83783484
-4.2052499999999995,-52570589.754031636
-4.1918999999999995,21328231.782469325
-4.1785499999999995,96895327.27917558
-4.1652,20974196.934380326
-4.15185,84927443.6915024
-4.1385,168212179.6999879
-4.12515,29357373.918664295
-4.1118,8210322.094877839
-4.09845,-44189602.304565996
-4.0851,3913669.061185753
-4.07175,-136114952.1160033
-4.0584,-50345876.03581419
-4.04505,86332252.3283057
-4.0317,38923980.49359907
-4.01835,84740664.10978992
-4.005,-11600091.808958732
-3.99165,-56050353.0069933
-3.9782999999999995,-82852615.21657977
-3.9649499999999995,-116560260.54618847
-3.9515999999999996,24205080.651073296
-3.9382499999999996,113076598.24306418
-3.9248999999999996,144768799.41726458
-3.9115499999999996,3686614.34645483
-3.8981999999999997,39872003.59140351
