Y (mm),Density at X = 5.754 mm (atoms/mm³)
-1.9891499999999998,-4734242.724501473
-1.9757999999999998,-11278739.559955018
-1.9624499999999998,2548335.1828279695
-1.9490999999999998,-586357.4347943289
-1.9357499999999999,5036134.32757019
-1.9223999999999999,8740462.77597806
-1.90905,-4202065.110757668
-1.8957,-2332663.7600461286
-1.88235,-1454748.3390086675
-1.8689999999999998,-3962835.798573324
-1.8556499999999998,-9113312.259707166
-1.8422999999999998,-5094988.374043437
-1.8289499999999999,6597497.034353038
-1.8155999999999999,16525535.109355006
-1.80225,18211430.585501406
-1.7889,28032689.090980817
-1.77555,36440068.202525765
-1.7621999999999998,29823919.732802484
-1.7488499999999998,24165228.5707321
-1.7354999999999998,32455641.644611645
-1.7221499999999998,15985921.456257863
-1.7087999999999999,6276769.533789332
-1.69545,6412955.840477674
-1.6821,3900296.682108008
-1.66875,2489568.8257213603
-1.6554,8618868.21854223
-1.6420499999999998,4781850.407695005
-1.6286999999999998,-758347.6959101609
-1.6153499999999998,-897030.052505364
-1.6019999999999999,-5653700.200406389
-1.58865,5555239.460254836
-1.5753,13858759.76213002
-1.56195,28548919.805146586
-1.5486,37250700.08312693
-1.5352499999999998,25946378.704389013
-1.5218999999999998,16516375.80238112
-1.5085499999999998,9454939.506254453
-1.4951999999999999,-365036.65052399616
-1.48185,-7505751.281538942
-1.4685,11165056.19084551
-1.45515,8263539.614290474
-1.4418,2166771.234615011
-1.42845,1255694.9573343485
-1.4150999999999998,-7257545.907386168
-1.4017499999999998,-4036470.7872610036
-1.3883999999999999,15244998.037969744
-1.3750499999999999,3071568.6391396206
-1.3617,-5044053.330792565
-1.34835,7019415.633906755
-1.335,4113125.7041988857
-1.32165,6009810.146201599
-1.3082999999999998,2641330.8870675135
-1.2949499999999998,14031124.565793
-1.2815999999999999,-783168.4060598911
-1.2682499999999999,-10906560.363637438
-1.2549,-19612393.27080165
-1.24155,-9375917.654774582
-1.2282,-9126585.68516867
-1.21485,6171263.832129657
-1.2015,17465594.99097155
-1.1881499999999998,4159490.0794429756
-1.1747999999999998,-4675647.381884035
-1.1614499999999999,-12249257.691381304
-1.1481,-4503879.66613112
-1.13475,-13772580.66307405
-1.1214,-14187617.563072378
-1.10805,-14927415.341821266
-1.0947,-3873276.049539804
-1.0813499999999998,-3381888.4957182514
-1.0679999999999998,7729086.726774381
-1.0546499999999999,7570474.233728575
-1.0413,1298153.7346390455
-1.02795,-6943071.661490024
-1.0146,-2491119.4021458044
-1.00125,-5367096.504331957
-0.9878999999999999,-1912179.3393516971
-0.9745499999999999,-5926390.985818148
-0.9611999999999999,-1516002.5713137388
-0.94785,-2087037.3145321119
-0.9344999999999999,-12657599.137298895
-0.9211499999999999,387428.11482912063
-0.9077999999999999,9580345.975172587
-0.89445,16079575.92511043
-0.8810999999999999,13891536.427300448
-0.8677499999999999,2179590.0220662584
-0.8543999999999999,-5787055.235639969
-0.84105,4265486.351896238
-0.8277,20895768.55103888
-0.8143499999999999,14744425.08816364
-0.8009999999999999,10506982.883399146
-0.78765,15993116.06517446
-0.7743,16060179.059088923
-0.7609499999999999,17922936.167220626
-0.7475999999999999,20567121.65960023
-0.73425,20870837.35640143
-0.7209,5532810.663466369
-0.7075499999999999,-3032274.2216299125
-0.6941999999999999,-9082552.589485629
-0.68085,8195423.628393888
-0.6675,6971270.892518388
-0.6541499999999999,-2821324.0692563537
-0.6407999999999999,-240055.85814771426
-0.62745,2278112.2502212124
-0.6141,-296970.8124680201
-0.60075,4408035.334482037
-0.5873999999999999,14261138.377191266
-0.57405,23404200.231170908
-0.5607,18264345.036590945
-0.54735,-1572907.7564108754
-0.5339999999999999,-1241100.906063542
-0.52065,-3647331.957948693
-0.5073,-12954982.318633694
-0.49394999999999994,-11111951.792177666
-0.48059999999999997,-13643228.321981564
-0.46724999999999994,-1930834.6363294078
-0.45389999999999997,132138.94127085592
-0.44054999999999994,-14197205.807903646
-0.42719999999999997,-10891795.695483377
-0.41385,-7610359.088078327
-0.40049999999999997,-5894618.555238006
-0.38715,-3715009.5212707417
-0.37379999999999997,-7169277.550908658
-0.36045,-4197248.565781801
-0.34709999999999996,-1471633.5827064891
-0.33375,-4507202.061791129
-0.32039999999999996,-6444960.593084072
-0.30705,-9924724.643318525
-0.29369999999999996,-9127137.908723742
-0.28035,-12631330.850177193
-0.26699999999999996,-5461286.213904903
-0.25365,-5236898.932920592
-0.24029999999999999,-14601718.596409995
-0.22694999999999999,2251029.7255983967
-0.21359999999999998,-12111749.028472587
-0.20024999999999998,-9595591.144397056
-0.18689999999999998,-6159481.08999309
-0.17354999999999998,3456892.2933983514
-0.16019999999999998,7354788.858351654
-0.14684999999999998,4839811.028963525
-0.13349999999999998,4476805.610061889
-0.12014999999999999,-2331501.906355808
-0.10679999999999999,-19443232.255000893
-0.09344999999999999,-10801113.446975134
-0.08009999999999999,-19633131.846306436
-0.06674999999999999,-11033414.862865668
-0.053399999999999996,-5093110.080131369
-0.040049999999999995,-6774976.671886278
-0.026699999999999998,-4082985.738624134
-0.013349999999999999,-1273416.7522323076
0.0,8028239.661114984
0.013349999999999999,7401322.105909489
0.026699999999999998,-381365.00059668114
0.040049999999999995,-2253724.8951889654
0.053399999999999996,9922129.851100294
0.06674999999999999,2429404.7883482906
0.08009999999999999,-7341096.994019635
0.09344999999999999,2183972.3269412885
0.10679999999999999,16125800.806571037
0.12014999999999999,10491752.029925965
0.13349999999999998,294322.71767168894
0.14684999999999998,-4961073.422566021
0.16019999999999998,-1918271.8437067948
0.17354999999999998,-1205938.7333976803
0.18689999999999998,-5042859.074382617
