Y (mm),Density at X = -0.280 mm (atoms/mm³)
-1.9891499999999998,208244415.95126238
-1.9757999999999998,437372113.77138007
-1.9624499999999998,549119274.0520284
-1.9490999999999998,380234589.23034394
-1.9357499999999999,275644844.42045945
-1.9223999999999999,321700944.4385039
-1.90905,361907819.6794249
-1.8957,356565121.3544947
-1.88235,303715660.3670554
-1.8689999999999998,227403285.85167244
-1.8556499999999998,141831041.86544216
-1.8422999999999998,467210083.3221799
-1.8289499999999999,461774372.65045786
-1.8155999999999999,297030456.3950035
-1.80225,326167827.7254088
-1.7889,208772315.86353752
-1.77555,310937697.70323646
-1.7621999999999998,417147470.1277725
-1.7488499999999998,210422268.4045496
-1.7354999999999998,385051914.85027564
-1.7221499999999998,532709715.7290489
-1.7087999999999999,420865254.5253839
-1.69545,308340260.7181549
-1.6821,343318591.0940815
-1.66875,308197177.0053183
-1.6554,246058176.55190197
-1.6420499999999998,322751253.63887525
-1.6286999999999998,517122191.0397872
-1.6153499999999998,293468174.62935686
-1.6019999999999999,201072018.84451035
-1.58865,282447859.94444233
-1.5753,284362943.95547634
-1.56195,300292740.1935747
-1.5486,462644936.80831456
-1.5352499999999998,213747969.24419424
-1.5218999999999998,256813409.00102705
-1.5085499999999998,430127939.2328444
-1.4951999999999999,460846670.0748982
-1.48185,410028918.37060285
-1.4685,281231457.95312387
-1.45515,112530101.73211147
-1.4418,471915939.3170098
-1.42845,279828847.74723953
-1.4150999999999998,45343038.68958262
-1.4017499999999998,175095684.63785714
-1.3883999999999999,256767640.15894365
-1.3750499999999999,279062831.9880022
-1.3617,260647904.9534117
-1.34835,237036285.11212072
-1.335,471795500.1004512
-1.32165,359157031.71381503
-1.3082999999999998,356980813.705494
-1.2949499999999998,341437764.5322964
-1.2815999999999999,345489178.4305997
-1.2682499999999999,106239100.53978625
-1.2549,109147021.92770423
-1.24155,244116201.61995056
-1.2282,162067622.00272095
-1.21485,300894618.3563467
-1.2015,81348794.74436751
-1.1881499999999998,27951832.881260365
-1.1747999999999998,360109543.9922059
-1.1614499999999999,147579139.50343576
-1.1481,-124791455.06271498
-1.13475,337906191.72085685
-1.1214,300106075.2547381
-1.10805,143633902.17983976
-1.0947,110792450.76364571
-1.0813499999999998,278862205.37585574
-1.0679999999999998,-60836600.15607275
-1.0546499999999999,172991535.98269704
-1.0413,206947117.8987583
-1.02795,-33678420.9802846
-1.0146,288540420.59895027
-1.00125,175664363.84124914
-0.9878999999999999,-48837300.91256792
-0.9745499999999999,38715192.43784774
-0.9611999999999999,214191890.80062723
-0.94785,96214019.48447075
-0.9344999999999999,291966775.4691163
-0.9211499999999999,172070264.03696328
-0.9077999999999999,122494860.0065488
-0.89445,74138468.62959638
-0.8810999999999999,159315398.11313704
-0.8677499999999999,352870390.66127944
-0.8543999999999999,264510263.95420083
-0.84105,274620971.2251064
-0.8277,70036246.64934255
-0.8143499999999999,173831431.6122329
-0.8009999999999999,293779806.4407146
-0.78765,156048715.771417
-0.7743,21476441.20504999
-0.7609499999999999,98187812.5491444
-0.7475999999999999,234736960.96420294
-0.73425,-40201320.735879615
-0.7209,226209597.87542546
-0.7075499999999999,281263228.87256044
-0.6941999999999999,142251654.4781496
-0.68085,-80282127.85044034
-0.6675,-33537481.059677523
-0.6541499999999999,8683646.155264974
-0.6407999999999999,98126456.64306702
-0.62745,151303691.77237234
-0.6141,184118459.79640272
-0.60075,177102260.3467646
-0.5873999999999999,240762891.8713471
-0.57405,191582459.85404772
-0.5607,41762866.28813845
-0.54735,-144593072.37711784
-0.5339999999999999,194505383.34691897
-0.52065,298076032.9399367
-0.5073,296460279.4781636
-0.49394999999999994,271010606.2312397
-0.48059999999999997,-30612783.24443511
-0.46724999999999994,122563111.71412997
-0.45389999999999997,104003478.63991244
-0.44054999999999994,-162324259.35340467
-0.42719999999999997,311836326.5691882
-0.41385,63254998.87532189
-0.40049999999999997,-161857317.59235445
-0.38715,205102331.7167634
-0.37379999999999997,-100558774.40227896
-0.36045,140365395.87265754
-0.34709999999999996,179003580.01627854
-0.33375,-47863081.05169218
-0.32039999999999996,86240130.97699003
-0.30705,181806763.15040934
-0.29369999999999996,62196644.12825793
-0.28035,-236853871.79657596
-0.26699999999999996,-39051449.56441705
-0.25365,282488728.4195922
-0.24029999999999999,156866604.773148
-0.22694999999999999,202645564.4689643
-0.21359999999999998,-27994864.198185574
-0.20024999999999998,41903744.59526422
-0.18689999999999998,-258588210.2915533
-0.17354999999999998,-140357749.3527283
-0.16019999999999998,-77055362.08002084
-0.14684999999999998,107411696.78426026
-0.13349999999999998,122986632.12856849
-0.12014999999999999,85463110.34459838
-0.10679999999999999,-70588154.09432168
-0.09344999999999999,280275809.92219293
-0.08009999999999999,7490732.34256418
-0.06674999999999999,-84225985.5087699
-0.053399999999999996,285656592.1568058
-0.040049999999999995,-80575531.5431974
-0.026699999999999998,-239939866.42821664
-0.013349999999999999,-242580624.65472403
0.0,-133538248.75316684
0.013349999999999999,-147052557.6811023
0.026699999999999998,165049524.92730525
0.040049999999999995,-184393980.0735712
0.053399999999999996,-86343166.4000788
0.06674999999999999,90607441.67633948
0.08009999999999999,90209036.28127337
0.09344999999999999,-364876837.4932324
0.10679999999999999,120560836.21778709
0.12014999999999999,-57622308.94830448
0.13349999999999998,-346736946.49860275
0.14684999999999998,-59384021.50215689
0.16019999999999998,278683578.14328367
0.17354999999999998,112722540.68952191
0.18689999999999998,-1741860.0456628548
0.20024999999999998,-83821123.0403519
0.21359999999999998,139260953.47983575
0.22694999999999999,240068019.85141903
0.24029999999999999,197444696.7786484
0.25365,-203827746.01026464
0.26699999999999996,19667065.60402987
0.28035,216095639.82725263
