Y (mm),Density at X = -0.721 mm (atoms/mm³)
1.00125,234101471.6790852
1.0146,214539602.19802362
1.02795,294162445.9089591
1.0413,192141270.00939357
1.0546499999999999,234388198.8859856
1.0679999999999998,290048566.8323652
1.0813499999999998,83529254.82201284
1.0947,144762043.41353393
1.10805,92928756.78194493
1.1214,111403160.10375184
1.13475,227767700.37408084
1.1481,317572266.2092479
1.1614499999999999,274960701.3314687
1.1747999999999998,287095760.5102878
1.1881499999999998,250938428.81884164
1.2015,258679952.547583
1.21485,265987004.33112592
1.2282,203903853.99355745
1.24155,184627172.51325357
1.2549,263652921.6319951
1.2682499999999999,136804389.97408748
1.2815999999999999,124549219.57349752
1.2949499999999998,343163471.7182927
1.3082999999999998,231617404.84867498
1.32165,275370372.38879466
1.335,339373072.5081632
1.34835,250053212.47906408
1.3617,165943821.11789763
1.3750499999999999,167985298.62721637
1.3883999999999999,326072082.6342332
1.4017499999999998,215670520.9764851
1.4150999999999998,298051952.15586823
1.42845,311455543.55694366
1.4418,294560963.3964273
1.45515,212713326.16410083
1.4685,305388105.2230059
1.48185,221020639.9170073
1.4951999999999999,235618792.1622493
1.5085499999999998,256661500.63664865
1.5218999999999998,221997178.33478004
1.5352499999999998,183917647.2674241
1.5486,360999089.63962317
1.56195,229115895.60644585
1.5753,205608073.81964117
1.58865,278129495.41419506
1.6019999999999999,271587632.6192333
1.6153499999999998,251301455.44942334
1.6286999999999998,236711399.4091037
1.6420499999999998,337068694.65741277
1.6554,383611472.66678715
1.66875,316298883.2612672
1.6821,416290259.6803854
1.69545,196320620.48156574
1.7087999999999999,272842649.3367328
1.7221499999999998,182886060.39138758
1.7354999999999998,213376774.38763222
1.7488499999999998,250186134.85404497
1.7621999999999998,233801956.4218112
1.77555,408355068.8679369
1.7889,329488969.1194256
1.80225,358522222.6536339
1.8155999999999999,203340826.35773724
1.8289499999999999,232506073.2853802
1.8422999999999998,397461369.6690358
1.8556499999999998,390216837.39154315
1.8689999999999998,323092985.3459457
1.88235,243877753.4462738
1.8957,343102187.3942565
1.90905,309285079.5948755
1.9223999999999999,326527755.090948
1.9357499999999999,222791810.00149223
1.9490999999999998,305460256.5634955
1.9624499999999998,394860483.5597368
1.9757999999999998,251634650.97172043
1.9891499999999998,335476458.23214513
