Y Position (mm),Normalized Experimental Density,Experimental Error,Abel Y Position (mm),Inverse Abel Density
,,,0.9400000000000001,0.18142641215810976
,,,0.9450000000000001,0.19353889154272808
,,,0.9500000000000001,0.16324155949960575
,,,0.9550000000000001,0.1584668701687935
,,,0.96,0.19650413087785787
,,,0.965,0.1974596853446825
,,,0.97,0.208141077787117
,,,0.975,0.2011733658494566
,,,0.98,0.1393853135806487
,,,0.985,0.1390397079999702
,,,0.99,0.1444655346191647
,,,0.995,0.15987095512149818
,,,1.0,0.15595776500810646
,,,1.0050000000000001,0.18341048325479545
,,,1.01,0.12429938013651394
,,,1.0150000000000001,0.1375104278209264
,,,1.02,0.143149296556947
,,,1.025,0.16520605791524653
,,,1.03,0.10275972805451944
,,,1.035,0.16757729841911506
,,,1.04,0.1553670963767351
,,,1.045,0.1758881486952264
,,,1.05,0.15048689103850174
,,,1.055,0.16671941096387857
,,,1.06,0.1357491692376048
,,,1.065,0.13066843973869846
,,,1.07,0.12121173212897711
,,,1.075,0.14728352582188214
,,,1.08,0.17392004743939563
,,,1.085,0.11786922900029669
,,,1.09,0.12712810847582234
,,,1.095,0.1543609145104392
,,,1.1,0.1252337163134857
,,,1.105,0.1254550273773265
,,,1.11,0.14519226223580975
,,,1.115,0.17397667106460563
,,,1.12,0.11700438249660174
,,,1.125,0.16230454512244427
,,,1.1300000000000001,0.14713459182088487
,,,1.135,0.14082651354493647
,,,1.1400000000000001,0.1561645204984225
,,,1.145,0.16951483084557942
,,,1.1500000000000001,0.21344148376658045
,,,1.155,0.18459798693159216
,,,1.16,0.16820335639562806
,,,1.165,0.184546365993248
,,,1.17,0.15444187478049112
,,,1.175,0.1498205629769718
,,,1.18,0.09151433412244178
,,,1.185,0.11650470518692169
,,,1.19,0.11216027259397995
,,,1.195,0.13567968140761102
,,,1.2,0.15564356624685036
,,,1.205,0.18698508020289575
,,,1.21,0.11095793469465698
,,,1.215,0.10477007146624945
,,,1.22,0.15439056594314837
,,,1.225,0.1362064972542139
,,,1.23,0.19027116354319046
,,,1.235,0.23583773138801986
,,,1.24,0.21120308008018618
,,,1.245,0.2079178420272517
,,,1.25,0.18444683657895583
,,,1.2550000000000001,0.19301793017401433
,,,1.26,0.1653379953242562
,,,1.2650000000000001,0.11938469420050792
,,,1.27,0.10709285773979442
,,,1.2750000000000001,0.12158805975659111
,,,1.28,0.15950401970258524
,,,1.285,0.14213773773757404
,,,1.29,0.09632055891081932
,,,1.295,0.12314552755786717
,,,1.3,0.15161054611245225
,,,1.305,0.13450649177448734
,,,1.31,0.10454670609354935
,,,1.315,0.0902181175738081
,,,1.32,0.049537500896593874
,,,1.325,0.0829997072156399
,,,1.33,0.10521748172805066
,,,1.335,0.09978601234138225
,,,1.34,0.11856676331603822
,,,1.345,0.18629073241115637
,,,1.35,0.11954111626534929
,,,1.355,0.1308183800496994
,,,1.36,0.16516636653485028
,,,1.365,0.15463023580510002
,,,1.37,0.1287966113938914
,,,1.375,0.12556616777361876
,,,1.3800000000000001,0.08139130732284922
,,,1.385,0.12169824874998507
,,,1.3900000000000001,0.08073619128186614
,,,1.395,0.07785809673617305
,,,1.4000000000000001,0.10812905982146685
,,,1.405,0.11366449284119788
,,,1.41,0.08352228820389586
,,,1.415,0.11922210650512051
,,,1.42,0.13827578632169563
,,,1.425,0.12778156007227187
,,,1.43,0.060998648979916865
,,,1.435,0.08313561753013364
,,,1.44,0.025650089991463308
,,,1.445,0.029634835812386687
,,,1.45,0.016015089178868232
,,,1.455,0.05492756702031116
,,,1.46,0.07599087000935742
,,,1.465,0.12609669737994236
,,,1.47,0.13770372861254404
,,,1.475,0.10489919720882473
,,,1.48,0.10924409343519434
,,,1.485,0.10113041408623728
,,,1.49,0.08296996215262997
,,,1.495,0.11357803370311526
,,,1.5,0.10972992120023531
,,,1.5050000000000001,0.08203904091104587
,,,1.51,0.11961085914119926
,,,1.5150000000000001,0.1276019542010147
,,,1.52,0.08065810929946295
,,,1.5250000000000001,0.0752856158004837
,,,1.53,0.11043705277634906
,,,1.5350000000000001,0.09906785442931193
,,,1.54,0.10121860842706265
,,,1.545,0.08525358435421886
,,,1.55,0.06064285961597927
,,,1.555,0.06926748826127321
,,,1.56,0.06857248013690873
,,,1.565,0.08044085096922904
,,,1.57,0.10271564467537751
,,,1.575,0.06864414449089783
,,,1.58,0.06694688953047594
,,,1.585,0.10014023988861602
,,,1.59,0.10644312037545506
,,,1.595,0.07568081467603548
,,,1.6,0.0767429350447631
,,,1.605,0.11432946748538882
,,,1.61,0.09935893519082487
,,,1.615,0.11429114491789655
,,,1.62,0.09400519519112319
,,,1.625,0.058984321139457355
,,,1.6300000000000001,0.13542645771453105
,,,1.635,0.08751268427106379
,,,1.6400000000000001,0.08516452330516107
,,,1.645,0.06310794873192281
,,,1.6500000000000001,0.11833018599673645
,,,1.655,0.09882685980374806
,,,1.6600000000000001,0.08859239672167739
,,,1.665,0.09629306975581775
,,,1.67,0.08518486897583774
,,,1.675,0.12708404895321518
,,,1.68,0.1581492881343214
,,,1.685,0.16821721275877527
,,,1.69,0.07275884501964361
,,,1.695,0.062152658661115814
,,,1.7,0.10159959656063827
,,,1.705,0.12333395873916793
,,,1.71,0.09942792362715908
,,,1.715,0.0814819910219624
,,,1.72,0.10738869535163613
,,,1.725,0.08310969312393886
,,,1.73,0.07702812407596862
,,,1.735,0.12555785197897085
,,,1.74,0.11873857261346156
,,,1.745,0.03892280880867298
,,,1.75,0.08702717688254491
,,,1.7550000000000001,0.1080422303711705
,,,1.76,0.1080422303711705
,,,1.7650000000000001,0.1080422303711705
,,,1.77,0.1080422303711705
,,,1.7750000000000001,0.1080422303711705
,,,1.78,0.1080422303711705
,,,1.7850000000000001,0.1080422303711705
,,,1.79,0.1080422303711705
,,,1.795,0.1080422303711705
,,,1.8,0.1080422303711705
,,,1.805,0.1080422303711705
,,,1.81,0.1080422303711705
,,,1.815,0.1080422303711705
,,,1.82,0.1080422303711705
,,,1.825,0.1080422303711705
,,,1.83,0.1080422303711705
,,,1.835,0.1080422303711705
,,,1.84,0.1080422303711705
,,,1.845,0.1080422303711705
,,,1.85,0.1080422303711705
,,,1.855,0.1080422303711705
,,,1.86,0.1080422303711705
,,,1.865,0.1080422303711705
,,,1.87,0.1080422303711705
,,,1.875,0.1080422303711705
,,,1.8800000000000001,0.1080422303711705
,,,1.885,0.1080422303711705
,,,1.8900000000000001,0.1080422303711705
,,,1.895,0.1080422303711705
,,,1.9000000000000001,0.1080422303711705
,,,1.905,0.1080422303711705
,,,1.9100000000000001,0.1080422303711705
,,,1.915,0.1080422303711705
,,,1.92,0.1080422303711705
,,,1.925,0.1080422303711705
,,,1.93,0.1080422303711705
,,,1.935,0.1080422303711705
,,,1.94,0.1080422303711705
,,,1.945,0.1080422303711705
,,,1.95,0.1080422303711705
,,,1.955,0.1080422303711705
,,,1.96,0.1080422303711705
,,,1.965,0.1080422303711705
,,,1.97,0.1080422303711705
,,,1.975,0.1080422303711705
,,,1.98,0.1080422303711705
,,,1.985,0.1080422303711705
,,,1.99,0.1080422303711705
,,,1.995,0.1080422303711705
,,,2.0,0.1080422303711705
,,,2.005,0.1080422303711705
,,,2.0100000000000002,0.1080422303711705
,,,2.015,0.1080422303711705
,,,2.02,0.1080422303711705
,,,2.025,0.1080422303711705
,,,2.0300000000000002,0.1080422303711705
,,,2.035,0.1080422303711705
,,,2.04,0.1080422303711705
,,,2.045,0.1080422303711705
,,,2.05,0.1080422303711705
,,,2.055,0.1080422303711705
,,,2.06,0.1080422303711705
,,,2.065,0.1080422303711705
,,,2.07,0.1080422303711705
,,,2.075,0.1080422303711705
,,,2.08,0.1080422303711705
,,,2.085,0.1080422303711705
,,,2.09,0.1080422303711705
,,,2.095,0.1080422303711705
,,,2.1,0.1080422303711705
,,,2.105,0.1080422303711705
,,,2.11,0.1080422303711705
,,,2.115,0.1080422303711705
,,,2.12,0.1080422303711705
,,,2.125,0.1080422303711705
,,,2.13,0.1080422303711705
,,,2.1350000000000002,0.1080422303711705
,,,2.14,0.1080422303711705
,,,2.145,0.1080422303711705
,,,2.15,0.1080422303711705
,,,2.1550000000000002,0.1080422303711705
,,,2.16,0.1080422303711705
,,,2.165,0.1080422303711705
,,,2.17,0.1080422303711705
,,,2.1750000000000003,0.1080422303711705
,,,2.18,0.1080422303711705
,,,2.185,0.1080422303711705
,,,2.19,0.1080422303711705
,,,2.195,0.1080422303711705
,,,2.2,0.1080422303711705
,,,2.205,0.1080422303711705
,,,2.21,0.1080422303711705
,,,2.215,0.1080422303711705
,,,2.22,0.1080422303711705
,,,2.225,0.1080422303711705
,,,2.23,0.1080422303711705
,,,2.235,0.1080422303711705
,,,2.24,0.1080422303711705
,,,2.245,0.1080422303711705
,,,2.25,0.1080422303711705
,,,2.255,0.1080422303711705
,,,2.2600000000000002,0.1080422303711705
,,,2.265,0.1080422303711705
,,,2.27,0.1080422303711705
,,,2.275,0.1080422303711705
,,,2.2800000000000002,0.1080422303711705
,,,2.285,0.1080422303711705
,,,2.29,0.1080422303711705
,,,2.295,0.1080422303711705
,,,2.3000000000000003,0.1080422303711705
,,,2.305,0.1080422303711705
,,,2.31,0.1080422303711705
,,,2.315,0.1080422303711705
,,,2.32,0.1080422303711705
,,,2.325,0.1080422303711705
,,,2.33,0.1080422303711705
,,,2.335,0.1080422303711705
,,,2.34,0.1080422303711705
,,,2.345,0.1080422303711705
,,,2.35,0.1080422303711705
,,,2.355,0.1080422303711705
,,,2.36,0.1080422303711705
,,,2.365,0.1080422303711705
,,,2.37,0.1080422303711705
,,,2.375,0.1080422303711705
,,,2.38,0.1080422303711705
,,,2.3850000000000002,0.1080422303711705
,,,2.39,0.1080422303711705
,,,2.395,0.1080422303711705
,,,2.4,0.1080422303711705
,,,2.4050000000000002,0.1080422303711705
,,,2.41,0.1080422303711705
,,,2.415,0.1080422303711705
,,,2.42,0.1080422303711705
,,,2.4250000000000003,0.1080422303711705
,,,2.43,0.1080422303711705
,,,2.435,0.1080422303711705
,,,2.44,0.1080422303711705
,,,2.445,0.1080422303711705
,,,2.45,0.1080422303711705
,,,2.455,0.1080422303711705
,,,2.46,0.1080422303711705
,,,2.465,0.1080422303711705
,,,2.47,0.1080422303711705
,,,2.475,0.1080422303711705
,,,2.48,0.1080422303711705
,,,2.485,0.1080422303711705
,,,2.49,0.1080422303711705
,,,2.495,0.1080422303711705
,,,2.5,0.1080422303711705
,,,2.505,0.1080422303711705
,,,2.5100000000000002,0.1080422303711705
,,,2.515,0.1080422303711705
,,,2.52,0.1080422303711705
,,,2.525,0.1080422303711705
,,,2.5300000000000002,0.1080422303711705
,,,2.535,0.1080422303711705
,,,2.54,0.1080422303711705
,,,2.545,0.1080422303711705
,,,2.5500000000000003,0.1080422303711705
,,,2.555,0.1080422303711705
,,,2.56,0.1080422303711705
,,,2.565,0.1080422303711705
,,,2.57,0.1080422303711705
,,,2.575,0.1080422303711705
,,,2.58,0.1080422303711705
,,,2.585,0.1080422303711705
,,,2.59,0.1080422303711705
,,,2.595,0.1080422303711705
,,,2.6,0.1080422303711705
,,,2.605,0.1080422303711705
,,,2.61,0.1080422303711705
,,,2.615,0.1080422303711705
,,,2.62,0.1080422303711705
,,,2.625,0.1080422303711705
,,,2.63,0.1080422303711705
,,,2.6350000000000002,0.1080422303711705
,,,2.64,0.1080422303711705
,,,2.645,0.1080422303711705
,,,2.65,0.1080422303711705
,,,2.6550000000000002,0.1080422303711705
,,,2.66,0.1080422303711705
,,,2.665,0.1080422303711705
,,,2.67,0.1080422303711705
,,,2.6750000000000003,0.1080422303711705
,,,2.68,0.1080422303711705
,,,2.685,0.1080422303711705
,,,2.69,0.1080422303711705
,,,2.695,0.1080422303711705
