Y Position (mm),Normalized Experimental Density,Experimental Error,Abel Y Position (mm),Inverse Abel Density
,,,-1.23,0.11767567209460619
,,,-1.225,0.1255994958860238
,,,-1.22,0.11396828120406272
,,,-1.215,0.0
,,,-1.21,0.14623169950579604
,,,-1.205,0.10596942959501351
,,,-1.2,0.13115781090464174
,,,-1.195,0.09106536845996975
,,,-1.19,0.14174238872464584
,,,-1.185,0.17686485918808348
,,,-1.18,0.1367543838714417
,,,-1.175,0.10390135315551824
,,,-1.17,0.1601497905769451
,,,-1.165,0.1717531738970231
,,,-1.16,0.1252908567614859
,,,-1.155,0.14754919160576024
,,,-1.1500000000000001,0.161576865889653
,,,-1.145,0.17700171069572737
,,,-1.1400000000000001,0.15583240084251623
,,,-1.135,0.14709161908406954
,,,-1.1300000000000001,0.1427009836458596
,,,-1.125,0.19554631333872197
,,,-1.12,0.18968642843849207
,,,-1.115,0.1415874067350657
,,,-1.11,0.1546352213888629
,,,-1.105,0.14425841534597308
,,,-1.1,0.08902609678240135
,,,-1.095,0.12888613435714819
,,,-1.09,0.10994961515046617
,,,-1.085,0.16143555091594988
,,,-1.08,0.22567476797030472
,,,-1.075,0.18113789457939775
,,,-1.07,0.17513636749830605
,,,-1.065,0.11605441746588281
,,,-1.06,0.13801730066698104
,,,-1.055,0.11771411923431363
,,,-1.05,0.11565545554519452
,,,-1.045,0.22447845979426126
,,,-1.04,0.17525572158688288
,,,-1.035,0.19620601587109482
,,,-1.03,0.18556729459294752
,,,-1.025,0.14574990787640071
,,,-1.02,0.16833264266445402
,,,-1.0150000000000001,0.15406333206167167
,,,-1.01,0.18934226902285062
,,,-1.0050000000000001,0.18901518752453517
,,,-1.0,0.15642204687585776
,,,-0.995,0.2317897979663991
,,,-0.99,0.18728664656953228
,,,-0.985,0.16955395983132304
,,,-0.98,0.20146517954982207
,,,-0.975,0.2196051273848004
,,,-0.97,0.24166566919839977
,,,-0.965,0.21192867860563114
,,,-0.96,0.24440860975427117
,,,-0.9550000000000001,0.19332473202110365
,,,-0.9500000000000001,0.25442387965388913
,,,-0.9450000000000001,0.1997971801966712
,,,-0.9400000000000001,0.24541829281506627
,,,-0.935,0.2742350720655787
,,,-0.93,0.21319253734661417
,,,-0.925,0.1751352069779515
,,,-0.92,0.20898562347147262
,,,-0.915,0.2043813873483815
,,,-0.91,0.284310239978888
,,,-0.905,0.25835996887649315
,,,-0.9,0.2927872516934994
,,,-0.895,0.30383907554375184
,,,-0.89,0.2758793139026777
,,,-0.885,0.31187826330341717
,,,-0.88,0.22664915365545085
,,,-0.875,0.3242658835785612
,,,-0.87,0.31716604834965967
,,,-0.865,0.30127824010617293
,,,-0.86,0.2781266959050252
,,,-0.855,0.2866333802344128
,,,-0.85,0.2666961118866666
,,,-0.845,0.26490150973850946
,,,-0.84,0.26468303222160666
,,,-0.835,0.28083357222191496
,,,-0.8300000000000001,0.2970876972554992
,,,-0.8250000000000001,0.2296169036834657
,,,-0.8200000000000001,0.3077681912759626
,,,-0.8150000000000001,0.2973572044269566
,,,-0.81,0.26154132063104624
,,,-0.805,0.2880847847632559
,,,-0.8,0.32036149358625393
,,,-0.795,0.3516213752606243
,,,-0.79,0.276642576118621
,,,-0.785,0.33361017830700523
,,,-0.78,0.3441375751412475
,,,-0.775,0.3164952841115271
,,,-0.77,0.39963906744900735
,,,-0.765,0.4180536394995139
,,,-0.76,0.3363487258210174
,,,-0.755,0.4048614941531415
,,,-0.75,0.3874052710489928
,,,-0.745,0.29809156880841337
,,,-0.74,0.2874664088545549
,,,-0.735,0.43447333740386884
,,,-0.73,0.3697848674927833
,,,-0.725,0.4386704626230043
,,,-0.72,0.5173442931341478
,,,-0.715,0.488098135431297
,,,-0.71,0.3915577543110867
,,,-0.705,0.36738757875608985
,,,-0.7000000000000001,0.3115368464320031
,,,-0.6950000000000001,0.3290463672845909
,,,-0.6900000000000001,0.45441689124779694
,,,-0.685,0.4175253252025839
,,,-0.68,0.45497790555341266
,,,-0.675,0.412729131841442
,,,-0.67,0.4349048738799438
,,,-0.665,0.4559937391968488
,,,-0.66,0.4437923943963624
,,,-0.655,0.4304719796674759
,,,-0.65,0.48632458965126935
,,,-0.645,0.43739562939397114
,,,-0.64,0.4325882872018917
,,,-0.635,0.38630351975821314
,,,-0.63,0.42511712365067444
,,,-0.625,0.44692521933528906
,,,-0.62,0.36293270692426705
,,,-0.615,0.46660951069131257
,,,-0.61,0.45077179521973626
,,,-0.605,0.5619176045140707
,,,-0.6,0.48008576798825925
,,,-0.595,0.4459053993281115
,,,-0.59,0.5809152361563903
,,,-0.585,0.5082930336934646
,,,-0.58,0.5718429414852088
,,,-0.5750000000000001,0.5420945988188338
,,,-0.5700000000000001,0.4877694381669802
,,,-0.5650000000000001,0.534832748658483
,,,-0.56,0.49888255975249307
,,,-0.555,0.5516694806137862
,,,-0.55,0.5807648270855343
,,,-0.545,0.5980588148008208
,,,-0.54,0.6063344221539908
,,,-0.535,0.5554032777813251
,,,-0.53,0.49147805209384104
,,,-0.525,0.6270235911502579
,,,-0.52,0.753662005379573
,,,-0.515,0.5909055604877678
,,,-0.51,0.4918283416939606
,,,-0.505,0.7088984231744928
,,,-0.5,0.7005526543050966
,,,-0.495,0.5817378727049956
,,,-0.49,0.5854869927902493
,,,-0.485,0.6430099573008207
,,,-0.48,0.6138747014205456
,,,-0.47500000000000003,0.7208858273677031
,,,-0.47000000000000003,0.6833074444727116
,,,-0.465,0.6931244403739448
,,,-0.46,0.7186833022467422
,,,-0.455,0.7693251170170408
,,,-0.45,0.7160395446654941
,,,-0.445,0.6939623669142032
,,,-0.44,0.7035282246001677
,,,-0.435,0.7229291926137754
,,,-0.43,0.6986646588412773
,,,-0.425,0.738203202207446
,,,-0.42,0.7717680814389472
,,,-0.41500000000000004,0.7374091197683941
,,,-0.41000000000000003,0.6940366715692293
,,,-0.405,0.6559463665398184
,,,-0.4,0.720426379425634
,,,-0.395,0.7684954587243159
,,,-0.39,0.8515245240128604
,,,-0.385,0.8177558286172139
,,,-0.38,0.7886237629152711
,,,-0.375,0.7901992832157564
,,,-0.37,0.6751659594804309
,,,-0.365,0.7445468259312131
,,,-0.36,0.7969456781631444
,,,-0.355,0.8226825376933644
,,,-0.35000000000000003,0.9032961264524019
,,,-0.34500000000000003,0.7411349216061026
,,,-0.34,0.8252624213541723
,,,-0.335,0.7798037104083854
,,,-0.33,0.7114706983036638
,,,-0.325,0.8818134688391487
,,,-0.32,0.802925717703376
,,,-0.315,0.8524842584039473
,,,-0.31,0.922078932227678
,,,-0.305,0.9515174356245946
,,,-0.3,0.8277915684598349
,,,-0.295,0.8817350519809122
,,,-0.29,0.8906965752930598
,,,-0.28500000000000003,0.9112209775308754
,,,-0.28,0.8660541349959358
,,,-0.275,0.8658220954105504
,,,-0.27,0.849713219760029
,,,-0.265,0.9130436800103046
,,,-0.26,0.889134979941917
,,,-0.255,0.9746464977960776
,,,-0.25,0.8060717006249698
,,,-0.245,0.7463680538175845
,,,-0.24,0.9151202112909604
,,,-0.23500000000000001,0.8466036963267073
,,,-0.23,0.8913312621884094
,,,-0.225,0.8848585706386366
,,,-0.22,0.8732429207101419
,,,-0.215,0.8193714740617564
,,,-0.21,0.8158779542390096
,,,-0.20500000000000002,0.7650995552048251
,,,-0.2,0.8488044886952185
,,,-0.195,0.9999999951142331
,,,-0.19,0.8885653654934019
,,,-0.185,0.8905011996604953
,,,-0.18,0.88703126661717
,,,-0.17500000000000002,0.879432182747994
,,,-0.17,0.8950311026242987
,,,-0.165,0.9218158301205943
,,,-0.16,0.9787463803193713
,,,-0.155,0.8352953885712143
,,,-0.15,0.7866622724347871
,,,-0.145,0.8671503026719011
,,,-0.14,0.9023854269775479
,,,-0.135,0.9714680377891821
,,,-0.13,0.8625157580951025
,,,-0.125,0.7505620124723951
,,,-0.12,0.8753139066918207
,,,-0.115,0.8498391042583149
,,,-0.11,0.8652138139528305
,,,-0.105,0.8512708998436622
,,,-0.1,0.9244648114442993
,,,-0.095,0.8946145479198087
,,,-0.09,0.8686462379060252
,,,-0.085,0.9451086551680082
,,,-0.08,0.9490892738078011
,,,-0.075,0.7638179903048193
,,,-0.07,0.858693563474638
,,,-0.065,0.8198439342664391
,,,-0.06,0.9117754276440585
,,,-0.055,0.8543267053002095
,,,-0.05,0.8662992022256689
,,,-0.045,0.8524487359385544
,,,-0.04,0.7514076962797376
,,,-0.035,0.8469288448299119
,,,-0.03,0.8139797754323703
,,,-0.025,0.7631813591556972
,,,-0.02,0.8406939045033757
,,,-0.015,0.847334092807331
,,,-0.01,0.7312981032993979
,,,-0.005,0.7345829235916161
,,,0.0,0.7493074844291037
,,,0.005,0.8388856983015871
,,,0.01,0.9311914459313535
,,,0.015,0.91887335703463
,,,0.02,0.7035019584934193
,,,0.025,0.8218310060891784
,,,0.03,0.9288565740760428
,,,0.035,0.8061106855410668
,,,0.04,0.8676302136596045
,,,0.045,0.8016474408615305
,,,0.05,0.9014963648649392
,,,0.055,0.7472671380662292
,,,0.06,0.8239083792253883
,,,0.065,0.8293527711517633
,,,0.07,0.9676735066412663
,,,0.075,0.9235093985056161
,,,0.08,0.8421456233789127
,,,0.085,0.9042534819103577
,,,0.09,0.9404600732560576
,,,0.095,0.776671276397349
,,,0.1,0.8311651230461148
,,,0.105,0.7616472519952725
,,,0.11,0.7886748940741052
,,,0.115,0.8235989602777036
,,,0.12,0.8442559402624473
,,,0.125,0.9204760902294019
,,,0.13,0.8084144519541221
,,,0.135,0.8452392533017153
,,,0.14,0.781994228881092
,,,0.145,0.7490443980315762
,,,0.15,0.8322255607835635
,,,0.155,0.7395021819453995
,,,0.16,0.7656820707615767
,,,0.165,0.8453170969406263
,,,0.17,0.760878699534131
,,,0.17500000000000002,0.7882305205748027
,,,0.18,0.762643842289839
,,,0.185,0.7033139832956198
,,,0.19,0.819021033156473
,,,0.195,0.7819766626532316
,,,0.2,0.6863695601277117
,,,0.20500000000000002,0.8482242245211105
,,,0.21,0.8133397590735325
,,,0.215,0.853107505718056
,,,0.22,0.7830938769985913
,,,0.225,0.7128246666737948
,,,0.23,0.8352640858146625
,,,0.23500000000000001,0.8333684192985666
,,,0.24,0.7541329428923406
,,,0.245,0.6610481106480006
,,,0.25,0.8260716544599559
,,,0.255,0.8026162143582396
,,,0.26,0.6900184696827109
,,,0.265,0.7505428068069115
,,,0.27,0.7290762863529646
,,,0.275,0.63108698836308
,,,0.28,0.7427831628070208
,,,0.28500000000000003,0.709272774358908
,,,0.29,0.5876036082557968
,,,0.295,0.757195185929748
,,,0.3,0.9205071657078263
,,,0.305,0.7785176182264976
,,,0.31,0.7206187459567536
,,,0.315,0.675431617475679
,,,0.32,0.7561851056584405
,,,0.325,0.7698445207869298
,,,0.33,0.695921587835827
,,,0.335,0.7077302597333487
,,,0.34,0.5733834290526296
,,,0.34500000000000003,0.6260394789149002
,,,0.35000000000000003,0.6823023538363857
,,,0.355,0.6562223816198527
,,,0.36,0.6723054270044664
,,,0.365,0.8516673036617061
,,,0.37,0.5387267463189624
,,,0.375,0.592524332065756
,,,0.38,0.6452749913275079
,,,0.385,0.6352702660745291
,,,0.39,0.5662895159450808
,,,0.395,0.6242041539097719
,,,0.4,0.6184994579489496
,,,0.405,0.50330293863912
,,,0.41000000000000003,0.6070456845656926
,,,0.41500000000000004,0.6794147066212872
,,,0.42,0.5617474793307417
,,,0.425,0.583519935037031
,,,0.43,0.6021764882321957
,,,0.435,0.5508965007988215
,,,0.44,0.5925590651057973
,,,0.445,0.5359330395120264
,,,0.45,0.6230280351927361
,,,0.455,0.6309691174131272
,,,0.46,0.6486272014517815
,,,0.465,0.6474358204085242
,,,0.47000000000000003,0.5353779045999641
,,,0.47500000000000003,0.599085759508312
,,,0.48,0.6102472592312972
,,,0.485,0.5606647206250968
,,,0.49,0.6295260416749568
,,,0.495,0.5647787622470555
,,,0.5,0.577716998758438
,,,0.505,0.5465775922841523
,,,0.51,0.6224333809806326
,,,0.515,0.6144892039346035
,,,0.52,0.4146556628012829
,,,0.525,0.4390102688218999
,,,0.53,0.4792345352820079
,,,0.535,0.3937433299933899
,,,0.54,0.404413784671449
,,,0.545,0.42851037865381464
,,,0.55,0.4020857977271186
,,,0.555,0.4402273991227167
,,,0.56,0.41190290306849237
,,,0.5650000000000001,0.44680009261927217
,,,0.5700000000000001,0.4570817755159014
,,,0.5750000000000001,0.4308531865501916
,,,0.58,0.39413047984050886
,,,0.585,0.43643057326981344
,,,0.59,0.4095091139943834
,,,0.595,0.4318825427465604
,,,0.6,0.3693051143730641
,,,0.605,0.40805834239195155
,,,0.61,0.413739851358932
,,,0.615,0.4318460852820991
,,,0.62,0.2909196841134046
,,,0.625,0.3858482940461212
,,,0.63,0.39763490158520426
,,,0.635,0.2720082404964922
,,,0.64,0.2556157970221499
,,,0.645,0.3544604203544731
,,,0.65,0.3342039581044738
,,,0.655,0.37004439944546214
,,,0.66,0.2964657265501425
,,,0.665,0.32378358894527254
,,,0.67,0.3501818582943531
,,,0.675,0.35991007026358307
,,,0.68,0.3449403451090054
,,,0.685,0.2970090743161804
,,,0.6900000000000001,0.2968670117017244
,,,0.6950000000000001,0.3191551820738515
,,,0.7000000000000001,0.2858206193977193
,,,0.705,0.2575872498058918
,,,0.71,0.2728954919300588
,,,0.715,0.27474967170595666
,,,0.72,0.28633129938731094
,,,0.725,0.28011558431724604
,,,0.73,0.18936194162392292
,,,0.735,0.17775905042836485
,,,0.74,0.23283703706387315
,,,0.745,0.3151485942980324
,,,0.75,0.3013655948138972
,,,0.755,0.2137885206170724
,,,0.76,0.2735809417692912
,,,0.765,0.2815868405478026
,,,0.77,0.2881993211056288
,,,0.775,0.24892364202399375
,,,0.78,0.23199603305339828
,,,0.785,0.25765377445701193
,,,0.79,0.25175164434018554
,,,0.795,0.2179428631352853
,,,0.8,0.24318869213601366
,,,0.805,0.20038492559999674
,,,0.81,0.26980259780894617
,,,0.8150000000000001,0.22399710673384948
,,,0.8200000000000001,0.2422485697791269
,,,0.8250000000000001,0.29168565140782476
,,,0.8300000000000001,0.27165931211875805
,,,0.835,0.22735114646248444
,,,0.84,0.22437866262653736
,,,0.845,0.15005352041942555
,,,0.85,0.16986704395960034
,,,0.855,0.21830505944038162
,,,0.86,0.17193343595263647
,,,0.865,0.17322526779421646
,,,0.87,0.16587798535566908
,,,0.875,0.19385007254071185
,,,0.88,0.17770527572975736
,,,0.885,0.19514618111985435
,,,0.89,0.20864872852737257
,,,0.895,0.17650813053275488
,,,0.9,0.23300154720335559
,,,0.905,0.200927187190536
,,,0.91,0.22791831037701943
,,,0.915,0.2626342469879925
,,,0.92,0.27192814818532524
,,,0.925,0.194523004621578
,,,0.93,0.17620537237965472
,,,0.935,0.18780675691332288
